canonical_name,level,abbreviation,hierarchy_path_abbrev,hierarchy_path
DEVCOM C5ISR Center,5,C5ISR,DoD>USA>AMC>DEVCOM,Department of Defense>Department of the Army>Army Materiel Command>Combat Capabilities Development Command>DEVCOM C5ISR Center
DEVCOM Data & Analysis Center,5,DAC,DoD>USA>AMC>DEVCOM,Department of Defense>Department of the Army>Army Materiel Command>Combat Capabilities Development Command>DEVCOM Data & Analysis Center
DEVCOM Ground Vehicle Systems Center,5,GVSC,DoD>USA>AMC>DEVCOM,Department of Defense>Department of the Army>Army Materiel Command>Combat Capabilities Development Command>DEVCOM Ground Vehicle Systems Center
DEVCOM Soldier Center,5,SC,DoD>USA>AMC>DEVCOM,Department of Defense>Department of the Army>Army Materiel Command>Combat Capabilities Development Command>DEVCOM Soldier Center
U.S. Army Combat Capabilities Development Command,5,DEVCOM,DoD>USA>AMC>DEVCOM,Department of Defense>Department of the Army>Army Materiel Command>Combat Capabilities Development Command>U.S. Army Combat Capabilities Development Command
Arnold Engineering Development Complex,5,AEDC,DoD>USAF>AFMC>AFTC,Department of Defense>Department of the Air Force>Air Force Materiel Command>Air Force Test Center>Arnold Engineering Development Complex
Golden Field Office,3,GFO,DOE>EERE,Department of Energy>Office of Energy Efficiency and Renewable Energy>Golden Field Office
Army Medical Research and Development Command,4,MRDC,DoD>USA>MEDCOM,Department of Defense>Department of the Army>Medical Command>Army Medical Research and Development Command
U.S. Army Medical Research Acquisition Activity,5,USAMRAA,DoD>USA>MEDCOM>MRDC,Department of Defense>Department of the Army>Medical Command>Army Medical Research and Development Command>U.S. Army Medical Research Acquisition Activity
U.S. Army Health Contracting Activity,4,USAHCA,DoD>USA>MEDCOM,Department of Defense>Department of the Army>Medical Command>U.S. Army Health Contracting Activity
Air Force Office of Scientific Research,5,AFOSR,DoD>USAF>AFMC>AFRL,Department of Defense>Department of the Air Force>Air Force Materiel Command>Air Force Research Laboratory>Air Force Office of Scientific Research
USBR Missouri Basin and Arkansas-Rio Grande-Texas Gulf Regions,3,GP,DOI>USBR,Department of the Interior>Bureau of Reclamation>USBR Missouri Basin and Arkansas-Rio Grande-Texas Gulf Regions
"USBR Lower Colorado Basin Region, Boulder City, NV",3,LC,DOI>USBR,"Department of the Interior>Bureau of Reclamation>USBR Lower Colorado Basin Region, Boulder City, NV"
"USBR California-Great Basin Region, Sacramento CA",3,MP,DOI>USBR,"Department of the Interior>Bureau of Reclamation>USBR California-Great Basin Region, Sacramento CA"
"USBR Columbia-Pacific Northwest Region, Boise, ID",3,PN,DOI>USBR,"Department of the Interior>Bureau of Reclamation>USBR Columbia-Pacific Northwest Region, Boise, ID"
"USBR Upper Colorado Basin Region, Salt Lake City, UT",3,UC,DOI>USBR,"Department of the Interior>Bureau of Reclamation>USBR Upper Colorado Basin Region, Salt Lake City, UT"
Aeromedical Research Laboratory,5,USAARL,DoD>USA>MEDCOM>MRDC,Department of Defense>Department of the Army>Medical Command>Army Medical Research and Development Command>Aeromedical Research Laboratory
Institute of Surgical Research,5,USAISR,DoD>USA>MEDCOM>MRDC,Department of Defense>Department of the Army>Medical Command>Army Medical Research and Development Command>Institute of Surgical Research
Medical Materiel Development Activity,5,USAMMDA,DoD>USA>MEDCOM>MRDC,Department of Defense>Department of the Army>Medical Command>Army Medical Research and Development Command>Medical Materiel Development Activity
Afghanistan North,5,,DoD>USA>USACE>*,Department of Defense>Department of the Army>U.S. Army Corps of Engineers>USACE Afghanistan District>Afghanistan North
Medical Research Institute of Chemical Defense,5,USAMRICD,DoD>USA>MEDCOM>MRDC,Department of Defense>Department of the Army>Medical Command>Army Medical Research and Development Command>Medical Research Institute of Chemical Defense
Medical Research Institute of Infectious Diseases,5,USAMRIID,DoD>USA>MEDCOM>MRDC,Department of Defense>Department of the Army>Medical Command>Army Medical Research and Development Command>Medical Research Institute of Infectious Diseases
Research Institute of Environmental Medicine,5,USARIEM,DoD>USA>MEDCOM>MRDC,Department of Defense>Department of the Army>Medical Command>Army Medical Research and Development Command>Research Institute of Environmental Medicine
Walter Reed Army Institute of Research,5,WRAIR,DoD>USA>MEDCOM>MRDC,Department of Defense>Department of the Army>Medical Command>Army Medical Research and Development Command>Walter Reed Army Institute of Research
Ames Laboratory,3,,DOE>OS,Department of Energy>Office of Science>Ames Laboratory
Fermi National Accelerator Laboratory,3,FERMILAB,DOE>OS,Department of Energy>Office of Science>Fermi National Accelerator Laboratory
Federal Protective Service,2,FPS,DHS,Department of Homeland Security>Federal Protective Service
Power Marketing Administration,2,PMA,DOE,Department of Energy>Power Marketing Administration
Southwestern Power Administration,3,SWPA,DOE>PMA,Department of Energy>Power Marketing Administration>Southwestern Power Administration
Afghanistan South,5,,DoD>USA>USACE>*,Department of Defense>Department of the Army>U.S. Army Corps of Engineers>USACE Afghanistan District>Afghanistan South
Bureau of Global Public Affairs,3,PA,DOS>PA,Department of State>Under Secretary for Public Diplomacy and Public Affairs>Bureau of Global Public Affairs
Facilities Engineering And Operations,2,SI,SI,Smithsonian Institution>Facilities Engineering And Operations
National Museum Of African American History & Culture,2,SI,SI,Smithsonian Institution>National Museum Of African American History & Culture
National Air And Space Museum,2,SI,SI,Smithsonian Institution>National Air And Space Museum
Regional Offices,3,RO,DOI>BIA,Department of the Interior>Bureau of Indian Affairs>Regional Offices
CDC Office of Acquisition Services,3,OAS,HHS>CDC,Department of Health and Human Services>Centers for Disease Control and Prevention>CDC Office of Acquisition Services
Financial Management and Comptroller,4,FMC,DoD>USN>SECNAV,Department of Defense>Department of the Navy>Secretary of the Navy>Financial Management and Comptroller
Navy Office of Financial Operations,5,FMO,DoD>USN>SECNAV>FMC,Department of Defense>Department of the Navy>Secretary of the Navy>Financial Management and Comptroller>Navy Office of Financial Operations
"Research, Development and Acquisition",4,RDA,DoD>USN>SECNAV,"Department of Defense>Department of the Navy>Secretary of the Navy>Research, Development and Acquisition"
Office of Adolescent Health,3,,HHS>OASH,Department of Health and Human Services>HHS Office of the Assistant Secretary for Health>Office of Adolescent Health
Districts,3,,DOJ>USMS,Department of Justice>U.S. Marshals Service>Districts
Army Analytics Group,4,AAG,DoD>USA>AHQ,Department of Defense>Department of the Army>Army Headquarters>Army Analytics Group
Under Secretary for Economic Growth Energy and the Environment,2,,DOS,Department of State>Under Secretary for Economic Growth Energy and the Environment
Tricare,3,,DoD>DHA,Department of Defense>Defense Health Agency>Tricare
Office of Unemployment Insurance,3,,DOL>ETA,Department of Labor>Employment and Training Administration>Office of Unemployment Insurance
Strategic Acquisition Center,3,SAC,VA>HQ,Department of Veterans Affairs>VA Headquarters>Strategic Acquisition Center
Office of Workforce Investment,3,,DOL>ETA,Department of Labor>Employment and Training Administration>Office of Workforce Investment
Chief Logistics Office,3,CLO,VA>VHA,Department of Veterans Affairs>Veterans Health Administration>Chief Logistics Office
NRC Office of Administration,2,OA,NRC,Nuclear Regulatory Commission>NRC Office of Administration
CBP Office of Administration,3,OA,DHS>CBP,Department of Homeland Security>Customs and Border Protection>CBP Office of Administration
Pentagon Renovation Program,3,PENREN,DoD>WHS,Department of Defense>Washington Headquarters Services>Pentagon Renovation Program
Pentagon Force Protection Agency,3,PFPA,DoD>WHS,Department of Defense>Washington Headquarters Services>Pentagon Force Protection Agency
Chief Information Officer,3,CIO,USDT>DO,Department of the Treasury>Departmental Offices>Chief Information Officer
Naval Special Warfare Command,3,USNSWC,DoD>USN,Department of Defense>Department of the Navy>Naval Special Warfare Command
Surface Forces Logistics Center,3,SFLC,DHS>USCG,Department of Homeland Security>Coast Guard>Surface Forces Logistics Center
Employee Education System,3,EES,VA>HQ,Department of Veterans Affairs>VA Headquarters>Employee Education System
Troubled Asset Relief Program,3,TARP,USDT>DO,Department of the Treasury>Departmental Offices>Troubled Asset Relief Program
Financial Stability Oversight Council,3,FSOC,USDT>DO,Department of the Treasury>Departmental Offices>Financial Stability Oversight Council
CBP Office of Information and Technology,3,,DHS>CBP,Department of Homeland Security>Customs and Border Protection>CBP Office of Information and Technology
Field Offices,3,FO,HUD>CPD,Department of Housing and Urban Development>Community Planning and Development>Field Offices
Carlsbad Field Office,4,CBFO,DOE>EM>WIPP,Department of Energy>Office of Environmental Management>Waste Isolation Pilot Plant>Carlsbad Field Office
White Sands Missile Range,4,WSMR,DoD>USA>ATEC,Department of Defense>Department of the Army>Army Test and Evaluation Command>White Sands Missile Range
Air and Marine Operations,3,AMO,DHS>CBP,Department of Homeland Security>Customs and Border Protection>Air and Marine Operations
Nuclear Non-Proliferation Funds,3,,DOE>NNSA,Department of Energy>National Nuclear Security Administration>Nuclear Non-Proliferation Funds
Strategic Petroleum Reserve Project Management Office,3,SPRPMO,DOE>FECM,Department of Energy>Office of Fossil Energy and Carbon Management>Strategic Petroleum Reserve Project Management Office
Aircraft Integrated Maintenance Operations,3,AIMO,DoD>DCMA,Department of Defense>Defense Contract Management Agency>Aircraft Integrated Maintenance Operations
USAGM Office of the Chief Financial Officer,2,,USAGM,U.S. Agency for Global Media>USAGM Office of the Chief Financial Officer
Peace Corps Office of Acquisition and Contract Management,2,,PC,Peace Corps>Peace Corps Office of Acquisition and Contract Management
Eastern Acquisition Division,4,,DOC>NOAA>AGO,Department of Commerce>National Oceanic and Atmospheric Administration>NOAA Acquisition and Grants Office>Eastern Acquisition Division
ACF Region IV Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region IV Grants Office
ACF Region V Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region V Grants Office
ACF Region IX Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region IX Grants Office
ACF Region II Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region II Grants Office
ACF Region VI Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region VI Grants Office
ACF Region III Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region III Grants Office
ACF Region VII Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region VII Grants Office
ACF Region I Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region I Grants Office
ACF Region X Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region X Grants Office
ACF Region VIII Grants Office,5,,HHS>ACF>OGM>RO,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices>ACF Region VIII Grants Office
Regional Offices,4,RO,HHS>ACF>OGM,Department of Health and Human Services>Administration for Children and Families>Office of Grants Management>Regional Offices
National Capital Region,3,NCR,DoD>DISA,Department of Defense>Defense Information Systems Agency>National Capital Region
DLA Contracting Service Office,3,DCSO,DoD>DLA,Department of Defense>Defense Logistics Agency>DLA Contracting Service Office
DCSO Philadelphia,4,,DoD>DLA>DCSO,Department of Defense>Defense Logistics Agency>DLA Contracting Service Office>DCSO Philadelphia
DCSO Columbus,4,,DoD>DLA>DCSO,Department of Defense>Defense Logistics Agency>DLA Contracting Service Office>DCSO Columbus
DCSO Richmond,4,,DoD>DLA>DCSO,Department of Defense>Defense Logistics Agency>DLA Contracting Service Office>DCSO Richmond
DCSO Fort Belvoir,4,,DoD>DLA>DCSO,Department of Defense>Defense Logistics Agency>DLA Contracting Service Office>DCSO Fort Belvoir
DCSO FEDMALL,4,,DoD>DLA>DCSO,Department of Defense>Defense Logistics Agency>DLA Contracting Service Office>DCSO FEDMALL
NSF Office of the Director,2,OD,NSF,National Science Foundation>NSF Office of the Director
Strategic Capabilities Office,3,SCO,DoD>OSD,Department of Defense>Office of the Secretary of Defense>Strategic Capabilities Office
NAVFAC Southeast,4,,DoD>USN>NAVFAC,Department of Defense>Department of the Navy>Naval Facilities Engineering Command>NAVFAC Southeast
NAVFAC Southwest,4,,DoD>USN>NAVFAC,Department of Defense>Department of the Navy>Naval Facilities Engineering Command>NAVFAC Southwest
NAVFAC Marianas,4,,DoD>USN>NAVFAC,Department of Defense>Department of the Navy>Naval Facilities Engineering Command>NAVFAC Marianas
NAVFAC Mid-Atlantic,4,,DoD>USN>NAVFAC,Department of Defense>Department of the Navy>Naval Facilities Engineering Command>NAVFAC Mid-Atlantic
